Position Title,Date,Apply,Work Model,Location,Company,Company Size,Company Industry,Salary,Qualifications,H1b Sponsored,Is New Grad
"Senior Analyst, Project Controls Cost & Scheduling",2025-02-15,https://jobright.ai/jobs/info/678ea93345dcba11489b5d20?utm_source=1100&utm_campaign=pm,On Site,"Chicago, IL",Invenergy,1001-5000,"Consulting,Energy",$75K-$90K /yr,"1. Bachelor's degree in a relevant field
2. 1+ years of relevant experience in Project Controls or Project Management
3. Ability to work collaboratively during interactive planning sessions, making changes in real time
4. Intermediate proficiencies (or above) in Microsoft Word, Excel, PowerPoint
5. Excellent written and oral communication skills and analytical abilities
...",no,
Project Management Specialist,2025-02-15,https://jobright.ai/jobs/info/6789d7beffe3ed78b974859a?utm_source=1100&utm_campaign=pm,On Site,"Honolulu, HI",Associa,10000+,"Accounting,Communities",$55K-$60K /yr,"1. High School diploma or GED Required
2. 0 – 3 years of directly related or closely related experience
3. Excellent communication skills
4. Excellent organizational skills
5. Excellent planning skills
...",not sure,yes
Associate Project Manager,2025-02-15,https://jobright.ai/jobs/info/679058c6e93de7ac0fa8dc3a?utm_source=1100&utm_campaign=pm,On Site,"Schaumburg, IL",AVI-SPL,1001-5000,"Audio,Audio/Visual Equipment",$35-$45 /hr,"1. Demonstrated experience in an assistant Project Manager or Project Coordination role fulfilling the responsibilities listed in this job description.
2. Proficiency with Microsoft Office Suite (Word, Excel) and PDF software.
3. Ability to manage tasks and resources to meet project objectives.
4. Energized self-starter characteristics and ability to work independently.
5. Excellent communication and interpersonal skills, both verbal and written.
...",not sure,
"Reverse Value Chain Project Manager New College Grad- Bachelor's (Austin, TX)",2025-02-15,https://jobright.ai/jobs/info/67a1b15343b8865878c4eb46?utm_source=1100&utm_campaign=pm,On Site,"Austin, TX",Applied Materials,10000+,"Electronics,Manufacturing",$56K-$77K /yr,"1. Bachelor's Degree
2. Project management tools & skills
3. Communications & Collaboration
4. Excel, Tableau, Powerpoint
5. Leadership
...",no,
Jr. Digital Project Specialist,2025-02-15,https://jobright.ai/jobs/info/664def64cf7bdc8f73b3c0f2?utm_source=1100&utm_campaign=pm,On Site,"Harrisburg, PA",WebFX,101-250,"Advertising,Content Marketing",$44K-$46K /yr,"1. A Bachelor’s Degree
2. GPA above 3.4",not sure,
Project Manager I,2025-02-15,https://jobright.ai/jobs/info/67921e4650d2bdc6ce7f1ae9?utm_source=1100&utm_campaign=pm,Remote,"Albany, NY","TRC Companies, Inc.",5001-10000,"Consulting,Energy",$74K-$91K /yr,"1. Minimum of a Bachelors degree required
2. Familiarity with Salesforce, NEIS (PeopleSoft product), Microsoft Office, Tableau and SharePoint
3. Demonstrated problem-solving ability, curiosity, resourcefulness, and adaptability
4. Strong project management skills and attention to detail in regard to understanding program rules and exercising good judgement
5. Must work collaboratively with internal team members and positively interact with outside stakeholders, including school districts, local governments, and community based organization
...",not sure,
Project Manager,2025-02-15,https://jobright.ai/jobs/info/66fe404a6b95acde8df888f2?utm_source=1100&utm_campaign=pm,On Site,"Columbus, OH",ABM Industries,10000+,"Facilities Support Services,Facility Management",$48K-$52K /yr,"1. High school diploma or general education degree (GED) required
2. Ability to quickly make sound decisions under pressure
3. Safely operates vehicles while observing speed limits and slower reasonable speeds in the presence of pedestrians, obstacles, bright sunlight glare, darkness, etc. and assures leads and drivers do the same
4. Oversees the movement of (or moves) vehicles from one point to another under the direction of the customer or account manager
5. Performs frequent walk-arounds to assess the effectiveness of the team as well as monitor potential trouble spots needing attention to resolve
...",not sure,
Project Controls Administrator (AP Experience),2025-02-15,https://jobright.ai/jobs/info/679352018ce26e81cc7a7ab6?utm_source=1100&utm_campaign=pm,On Site,"Seattle, WA",Skanska,10000+,Construction,$60K-$88K /yr,"1. 1-2 years Construction experience
2. 1-2 years AP Experience (Primary Role)
3. Broad knowledge of operational systems and practices typically gained through extensive experience and/or education.",not sure,
Project Coordinator,2025-02-14,https://jobright.ai/jobs/info/67afeb3c1c8f18142e9bd3cb?utm_source=1100&utm_campaign=pm,On Site,"Lowell, AR","Wachter, Inc.",1001-5000,"Industrial,Information Services",$21.50-$28.50 /hr,"1. Ability to work with a team and provide updated communication in a timely manner.
2. This position has the ability for advancement to Project Manager based on experience, capabilities, review of work, and needs of team.
3. Assist Project Manager with daily operational tasks.
4. Provide logistical project support, ordering equipment and materials and setting up deliveries.
5. Create and maintain project files.
...",not sure,
Account Manager,2025-02-14,https://jobright.ai/jobs/info/67afeabfe8d2d04973e38d66?utm_source=1100&utm_campaign=pm,On Site,"Silverdale, WA",ABM Industries,10000+,"Facilities Support Services,Facility Management",$36-$36 /hr,"1. 1-2 years of Supervisor experience
2. 1-2 years of customer service experience
3. Working knowledge of janitorial equipment
4. Working knowledge of OSHA required processes
5. Intermediate level of Microsoft programs
...",not sure,
IT Project Coordinator (Enterprise PMO),2025-02-14,https://jobright.ai/jobs/info/67afc5f8d47d0f29385b8728?utm_source=1100&utm_campaign=pm,On Site,"Greeley, CO",HENSEL PHELPS,1001-5000,Construction,$77520-$85680 /yr,"1. University degree or college diploma or 4+ years of related experience.
2. 1+ years' direct work experience (internships or full-time) in a project management and/business analyst capacity.
3. Strong familiarity with project management software, such as MS Project.
4. Competent and proficient understanding of IT Information Systems.
5. Solid working knowledge of current Internet technologies.
...",no,
57729 - Project Coordinator,2025-02-13,https://jobright.ai/jobs/info/67b4ac089d7d3f1b36cd471a?utm_source=1100&utm_campaign=pm,On Site,"Irvine, CA",FirstService Residential,10000+,"Property Management,Real Estate",$24-$26 /hr,"1. Must be proficient with Microsoft Office, Word, Excel, Access, PhotoShop, Adobe/Graphic Design software, PowerPoint, etc...
2. Must display strong organizational skills
3. Must have great written and verbal communication skills
4. Must have excellent customer service skills
5. Must be able to work well under pressure and deadlines.
...",not sure,
Project Administrator,2025-02-13,https://jobright.ai/jobs/info/67b2bdd5a994ced1141c35e1?utm_source=1100&utm_campaign=pm,On Site,"Gaithersburg, MD",BOLAND,251-500,"3D Printing,Computer",$50K-$58K /yr,"1. Bachelor's degree or equivalent combination of education and experience
2. Must have a minimum of 1 - 3 years of client service and administrative experience
3. Proficient in MS Office (Word, Excel, Adobe, Outlook)
4. Professional, resilient, objective, punctual, dependable, flexible, works well unsupervised
5. Able to multi-task, problem solver, deadline oriented, team player, organized, good math skills
...",no,
"Project Manager, Marketing",2025-02-13,https://jobright.ai/jobs/info/67ca6077d7e41ffa50827d16?utm_source=1100&utm_campaign=pm,On Site,"San Diego, CA",Guild Mortgage,5001-10000,"Consumer Lending,Lending",$60000-$82000 /yr,"1. Bachelor's Degree directly related to the position or equivalent, required.
2. Minimum one year experience.
3. PMP or equivalent certifications/licenses required.
4. Strong analytical skills and ability to organize and manage multiple priorities simultaneously.
5. Ability to work well independently or within a team.
...",not sure,
Deployment Operations Representative,2025-02-13,https://jobright.ai/jobs/info/67aeb7e2442b43746a09aa04?utm_source=1100&utm_campaign=pm,On Site,"Boulder, Colorado",Halter,101-250,"Agriculture,Hardware",$60000-$70000 /yr,"1. The ability to meticulously manage projects from start to finish.
2. Someone who is proficient with using Google Workspace and has the ability to learn software products quickly e.g. surveying tools.
3. Exceptional verbal and written communication skills; you will be coordinating with team members and contractors in various regions.
4. Great attention to detail, you will need to ensure work carried out by contractors and casual employees is to a high standard and completed on time.
5. Excellent time management skills, you will need to prioritise jobs effectively and will be working to tight turn around times.
...",not sure,
"Project Coordinator, Intellectual Property",2025-02-13,https://jobright.ai/jobs/info/67ae76b0c2b0924007b26223?utm_source=1100&utm_campaign=pm,Hybrid,"New York, NY",Edelman,10000+,"Advertising,Advertising Platforms",$40K-$52K /yr,1. Bachelor’s degree or equivalent work experience,not sure,
Jr. Project Manager,2025-02-12,https://jobright.ai/jobs/info/67ad4be91018ac8dcaa4ba7a?utm_source=1100&utm_campaign=pm,Remote,United States,Digital Media Management,101-250,"Brand Marketing,Digital Media",$21.63-$28.85 /hr,"1. 1-3 years of Project Management experience
2. Experience working within an agency environment
3. Knowledge of all social media platforms
4. Experience with Project Management Software (Airtable, Google Sheets)
5. Strong organizational and time management skills
...",not sure,
Project Manager (MT/CT/ET),2025-02-12,https://jobright.ai/jobs/info/67ad4be91018ac8dcaa4bb60?utm_source=1100&utm_campaign=pm,Remote,United States,Novogene America,501-1000,"AgTech,Bioinformatics",$70K-$80K /yr,"1. A BS degree in a STEM-related field.
2. Minimum of 1-2 years of relevant work experience in project management, technical support, product specialist, or a similar role.
3. Advanced Proficiency in English. Must possess excellent spoken and written English skills.
4. A team player with strong leadership skills. Must handle constructive feedback to adapt to company goals and objectives.
5. Experience in client-facing customer service and cross-department communications.
...",not sure,
"Technology Junior Project Manager / Jersey City, NJ",2025-02-12,https://jobright.ai/jobs/info/67a567fa5dd129729f621304?utm_source=1100&utm_campaign=pm,On Site,"Jersey City, NJ",MUFG,10000+,,$75000-$75000 /yr,"1. 4-year Bachelor’s Degree - majoring in an analytical field
2. Recent college graduate with 0-1 year of work experience
3. Extraordinary verbal and written communication and interpersonal skills
4. Outstanding organizational skills and attention to details
5. Communicates clearly and concisely in both oral and written contexts, and comfortable giving and receiving feedback
...",no,yes
Project Assistant (Temporary),2025-02-12,https://jobright.ai/jobs/info/67ad3d6e17f43fabb72526ef?utm_source=1100&utm_campaign=pm,Hybrid,United States,"Spalding Consulting, Inc., a Saalex company",101-250,"Consulting,Financial Services",$35000-$35000 /yr,"1. Must possess excellent communication skills
2. Must be detail oriented, able to follow established procedures, and generate quality output
3. Must possess excellent writing, editing, and formatting skills
4. High School diploma or GED required
5. Must be eligible to obtain a Secret clearance",no,
