Position Title,Date,Apply,Work Model,Location,Company,Company Size,Company Industry,Salary,Qualifications,H1b Sponsored,Is New Grad
On Air Personality (Pipeline),2025-06-04,https://jobright.ai/jobs/info/6833fc19a4be39ecd323b9da?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,Greater Houston,"Audacy, Inc.",5001-10000,,$60000-$125000 /yr,"1. Must be an excellent communicator with strong creative skills
2. Must have solid production skills and a strong working knowledge of studio audio equipment necessary for on-air and production execution, including on-air digital systems such as Audio Vault and RCS Master Control
3. Knowledge of the format and audience required
4. Excellent on-air voice with demonstrated track record required
5. A valid driver's license, satisfactory completion of a motor vehicle record check, and if the position requires use of the applicant's own vehicle, proof of insurance is required",not sure,
"Court Reporter -- Denver, CO",2025-06-04,https://jobright.ai/jobs/info/6840b08ac6b3025c6d2cb5d5?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Colorado, United States",RELX,10000+,"Analytics,Business Information Systems",$77K-$86K /yr,"1. Possess at least one year of full-time, paid reporting experience and some court reporting or similar experience
2. Demonstrate solid reporting, writing and analytical skills
3. Experience writing under deadline pressure
4. Have the ability to travel based on business needs. Must be flexible to cover court hearings and developments that happen outside of standard business hours.",not sure,
"Court Reporter -- Seattle, WA",2025-06-04,https://jobright.ai/jobs/info/6840b08ac6b3025c6d2cb5eb?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Seattle, WA",RELX,10000+,"Analytics,Business Information Systems",$77000-$77000 /yr,"1. Possess at least one year of full-time, paid reporting experience and some court reporting or similar experience
2. Demonstrate solid reporting, writing and analytical skills
3. Experience writing under deadline pressure
4. Have the ability to travel based on business needs. Must be flexible to cover court hearings and developments that happen outside of standard business hours.",not sure,
Production Associate - Garment Processor - 2nd Shift - $16.75/Hour,2025-06-04,https://jobright.ai/jobs/info/6840a8bf18b578ff86731048?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Olyphant, PA",Cintas,10000+,"Compliance,Manufacturing",$16.75-$16.75 /hr,"1. Basic language and communication skills in speaking and understanding English
2. Ability to read maintenance literature printed in English
3. Ability to stand for up to 7 hours of an 8 hour shift
4. Strong attention to detail",not sure,
Customer Experience Events Coordinator,2025-06-04,https://jobright.ai/jobs/info/684075eb2ec9da11d23e8aa5?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,Flanders-30 International Dr Ste J,Michaels Stores,501-1000,"Education,Marketplace",$15.49-$17.90 /hr,"1. Plan, coordinate, and facilitate events (including kids birthday parties) within a Michaels store.
2. Deliver friendly customer service by helping customers shop at our store and find what they’re looking for.
3. Ensure all customers receive a fast and friendly checkout experience.
4. Complete operational tasks including truck unload, merchandise duties, and maintaining store recovery standards.
5. Engage with clients of all ages, from 4 to 94+, by creating an environment of fun and creativity.
...",not sure,
"Apprentice Jeweler - Signet Jewelers - Marketplace Square - North Attleborough, MA",2025-06-04,https://jobright.ai/jobs/info/6674412bbd65a761bf019a43?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"North Attleborough Town, MA",Signet Jewelers,10000+,"E-Commerce Platforms,Jewelry",$15 /hr,"1. Customer Service minded with strong interpersonal skills
2. High standard for quality work
3. Basic Computer Skills
4. Excellent Organizational Skills
5. Detail Orientated
...",not sure,
MiLB Live Content Creator (Seasonal),2025-06-04,https://jobright.ai/jobs/info/67e497e91150bea9019e1f5d?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Madison, AL",Major League Baseball (MLB),10000+,"Association,Baseball",$23-$25 /hr,"1. 1+ years of professional quality photography and videography experience.
2. Experience with DSLR or mirrorless cameras in a sports environment.
3. Knowledge of social media platforms and what content works best on each.
4. Familiarity with MiLB / MLB and overall baseball current storylines.
5. Love for visual storytelling.
...",not sure,
"Video Content Editor, Player Social (Seasonal)",2025-06-04,https://jobright.ai/jobs/info/6792f50e9cfb70e3308580c4?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"New York, NY",Major League Baseball (MLB),10000+,"Association,Baseball",$28.75-$28.75 /hr,"1. Proficient in video editing, preferably using Adobe Creative Suite products
2. Must be willing to work nights and weekends
3. Deep understanding of social media culture and how to create timely content
4. Is creative and well ingrained in short-form video content culture and can come up with ideas and edits for platforms like TikTok and YouTube that will reach younger audiences
5. Organized, communicative and able to receive and provide feedback in a professional and constructive manner
...",not sure,
"Apprentice Jeweler - Signet Jewelers - Deerbrook Mall - Humble, TX",2025-06-04,https://jobright.ai/jobs/info/66741a5a58f25362ea0da3f1?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Humble, TX",Signet Jewelers,10000+,"E-Commerce Platforms,Jewelry",$15 /hr,"1. Customer Service minded with strong interpersonal skills
2. High standard for quality work
3. Basic Computer Skills
4. Excellent Organizational Skills
5. Detail Orientated
...",not sure,
"Bench Jeweler - Signet Jewelers - Metro Pointe - Los Angeles, CA",2025-06-04,https://jobright.ai/jobs/info/667482661582b42ce4501d94?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Costa Mesa, CA",Signet Jewelers,10000+,"E-Commerce Platforms,Jewelry",$20-$29 /hr,"1. 1-3 years Bench Jeweler (or relevant) experience in skilled trades working with fine metals
2. Passing a qualified bench test to assess current jeweler level
3. Excellent organizational skills & detail orientation
4. Customer service minded individuals with a high standard for quality work
5. Basic computer skills
...",not sure,
"Production Associate, R2M",2025-06-04,https://jobright.ai/jobs/info/673f70109d9fb370e42eb9d2?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"New York, NY",Signet Jewelers,10000+,"E-Commerce Platforms,Jewelry",$18-$18 /hr,"1. GED or equivalent high school diploma
2. Previous experience in jewelry cleaning or a similar role is required.
3. Demonstrate attention to detail by identifying imperfections, dirt, and scratches.
4. Good understanding of various cleaning techniques and solutions for various jewelry pieces.
5. Ability to follow strict safety guidelines and protocol to ensure a safe work environment.
...",no,
Tailor,2025-06-04,https://jobright.ai/jobs/info/66ed4ed0b0e4d39c8aab3689?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Whittier, CA",Neiman Marcus,10000+,"Fashion,Lifestyle",$22-$30 /hr,"1. Responsible for satisfying customer requests and expectations for fit
2. Alterations, resizing and restyling of all merchandise retailed in Neiman Marcus stores
3. Assist fitters in achieving their goals with professional assistance with fit, alterability, and structural quality of apparel merchandise
4. Alter constructed garments to meet the standard of quality set by Neiman Marcus equal or better than original construction
5. Alter garment to include the following: Alter seams vented or unvented, take in shoulder blades, reduce chest, narrow shoulders
...",not sure,
Private Credit Reporter,2025-06-04,https://jobright.ai/jobs/info/67cf5f8a59972c05f13b3d71?utm_source=1100&utm_campaign=Arts and Entertainment,Hybrid,"New York, United States",9fin,101-250,"Analytics,Artificial Intelligence (AI)",$100000-$140000 /yr,"1. Skilled at storytelling and making news meaningful
2. Enjoy developing and building strategic relationships
3. Strong interpersonal skills and can easily spark conversation
4. Passion for high-quality journalism
5. Strong interest in finance and a curiosity to learn more
...",not sure,
Distressed Reporter,2025-06-04,https://jobright.ai/jobs/info/67aa2b6c0429ea0719c5a732?utm_source=1100&utm_campaign=Arts and Entertainment,Hybrid,"New York, United States",9fin,101-250,"Analytics,Artificial Intelligence (AI)",$100K-$110K /yr,"1. At least a year covering financial markets, or has a strong desire to deliver actionable, proprietary news on troubled companies
2. Inquisitive and outgoing, always making new connections and sharing ideas
3. Able to maintain a deep network of sources, stay on top of story pipeline and deadlines
4. Clear and concise in your written and verbal language, and able to explain complex ideas in simple terms
5. Committed to providing detailed and accurate information, and able to strike the right balance between urgency and perfection
...",not sure,
Digital Content Producer,2025-06-04,https://jobright.ai/jobs/info/67c869cd827b8af571222855?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Rochester, NY","Nexstar Media Group, Inc.",10000+,"Broadcasting,Information Services",$15-$17 /hr,"1. Strong writing and editing skills, with attention to detail and knowledge of AP style
2. Proficiency in web content management systems
3. Must be able to work independently and collaboratively in a fast-paced environment
4. Knowledge of online news journalism and best practices
5. Basic clipping and editing of video for digital delivery
...",not sure,
Entertainment Superheroes - $21.00/hr.,2025-06-04,https://jobright.ai/jobs/info/67ace89c54b0d205e3a50bdc?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Santa Clarita, CA",Cedar Fair Entertainment Company,5001-10000,"Leisure,Lifestyle",$21-$21 /hr,"1. Must be at least 18 years of age.
2. Constantly standing, talking, climbing walking, reaching, using finger movement, grasping, feeling, speaking clearly, hearing conversation, using hearing acuity, seeing near far, stooping, bending, kneeling.
3. Working in extreme heat, sun, cold, wetness, humidity and temperature change.
4. All lifts over 51 lbs. require help from a coworker or mechanical device.
5. Overtime of adults may be required from time to time to accommodate the business needs.
...",not sure,
Groundskeeper - Bennington Heights,2025-06-04,https://jobright.ai/jobs/info/68404459e1ec088e953eafa0?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Saint Louis, MO",Mills Properties,101-250,"Property Management,Real Estate",$15.75-$17 /hr,"1. Ability to work a varied schedule including weekends and holidays
2. Ability to work in extreme environmental conditions (heat, cold, rain, snow, etc.)
3. Valid driver’s license
4. Adept working in a team environment",not sure,
Groundskeeper - Columbia Crossing,2025-06-04,https://jobright.ai/jobs/info/68404459e1ec088e953eaf8b?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Columbia, MO",Mills Properties,101-250,"Property Management,Real Estate",$15.75-$17 /hr,"1. Ability to work a varied schedule including weekends and holidays
2. Ability to work in extreme environmental conditions (heat, cold, rain, snow, etc.)
3. Valid driver’s license
4. Adept working in a team environment",not sure,
News Anchor/Reporter,2025-06-04,https://jobright.ai/jobs/info/6725ed184788496959ea1683?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Elmira, NY","Nexstar Media Group, Inc.",10000+,"Broadcasting,Information Services",$15-$15 /hr,"1. Bachelor’s degree in Communication/Journalism or related degree required (equivalent years of experience may substitute for education)
2. Solid vocal delivery, camera presence, and clear enunciation
3. Strong reporting skills
4. Understand importance of social media
5. Excellent reading, writing, spelling, grammar and organizational skills
...",not sure,
Music and Comedy Touring - Assistant,2025-06-04,https://jobright.ai/jobs/info/67c9a16ce3c71a18db9a8208?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Multi Location
Nashville, TN
Los Angeles, CA
New York, NY",Creative Artists Agency,1001-5000,"Association,Brand Marketing",$20-$22 /hr,"1. At least 1 year of professional administrative experience supporting an executive in a fast-paced environment.
2. At least 1 year of professional experience working in the music industry.
3. Ability to anticipate needs and execute time sensitive matters in a fast-paced environment.
4. Ability to multitask and prioritize efficiently.
5. Ability to work well under pressure; meet tight deadlines.
...",not sure,
Multimedia Journalist (MMJ),2025-06-04,https://jobright.ai/jobs/info/6762b93b8727298217323ab9?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Amarillo, TX",Sinclair Inc.,5001-10000,"Broadcasting,Content",$50000-$50000 /yr,"1. Sharp news judgment
2. Excellent technical skills
3. The ability to work well independently
4. Must have and maintain a valid license and a good driving record",not sure,
"3rd Shift Lead, Digital Print & Bindery",2025-06-04,https://jobright.ai/jobs/info/684000dda05a83086f7c27c7?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Sumner, WA",Office Depot,10000+,"Office Supplies,Retail",$23.91-$36.46 /hr,"1. Associate’s degree or equivalent experience and 1-3 years’ experience.
2. Must possess the ability to effectively lead and manage in a professional work environment; must demonstrate sound judgment.
3. Must be able to plan, prioritize and implement detailed instructions in a timely and efficient manner through direct reports and other employees.
4. Must possess the ability to listen actively, analyze customer and employee needs through effective communication and listening skills.
5. Must have the ability to learn new information and processes within company guidelines.
...",not sure,
